name,status,market,category_list,country_code,state_code,region,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,angel,round_A,round_B,round_C,days_to_first_check,time_between_rounds
Ready,operating, Mobile ,|Mobile|Android|Contact Management|,USA,NY,New York City,80000.0,2.0,2013-12-02,2014-03-01,2014-09-30,80000.0,0.0,0.0,0.0,0.0,0.0,89.0,213
ReadyCart,operating, Content Creators ,|Monetization|Content Creators|E-Commerce|,USA,TN,Chattanooga,250000.0,1.0,2013-11-01,2014-05-02,2014-05-02,250000.0,0.0,0.0,0.0,0.0,0.0,182.0,0
ReadyForZero,operating, Finance ,|Tracking|Finance|,USA,CA,SF Bay Area,4777000.0,3.0,2010-05-01,2010-06-01,2011-06-01,277000.0,4500000.0,0.0,4500000.0,0.0,0.0,31.0,365
ReadyPulse,operating, Software ,|Software|,USA,CA,SF Bay Area,3000000.0,3.0,2010-11-01,2012-04-17,2014-04-15,1000000.0,2000000.0,0.0,2000000.0,0.0,0.0,533.0,728
Reaktor POLTE,operating, Venture Capital ,|Venture Capital|Pre Seed|,FIN,Non-US/Unknown,Helsinki,535661.0,1.0,2012-11-01,2013-02-15,2013-02-15,535661.0,0.0,0.0,0.0,0.0,0.0,106.0,0
Real Food Blends,operating, Food Processing ,|Food Processing|,USA,IL,Chicago,550000.0,1.0,2012-01-01,2014-07-15,2014-07-15,550000.0,0.0,0.0,0.0,0.0,0.0,926.0,0
Real Food Real Kitchens,operating, Travel ,|Travel|E-Commerce|Events|Media|Publishing|Music|Content|Television|Photography|,USA,FL,Florida's Space Coast,10000.0,1.0,2010-01-01,2012-01-01,2012-01-01,10000.0,0.0,0.0,0.0,0.0,0.0,730.0,0
Real Food Works,operating, Hospitality ,|Nutrition|Health and Wellness|Hospitality|,USA,PA,Philadelphia,375000.0,2.0,2012-05-01,2013-06-05,2013-10-24,175000.0,200000.0,0.0,0.0,0.0,0.0,400.0,141
Real Savvy,operating, Enterprise Software ,|Enterprise Software|,USA,TX,Austin,275000.0,1.0,2014-02-24,2014-09-02,2014-09-02,275000.0,0.0,0.0,0.0,0.0,0.0,190.0,0
real trends,operating, E-Commerce ,|Marketplaces|E-Commerce|,ARG,Non-US/Unknown,Buenos Aires,35000.0,1.0,2014-01-01,2014-03-01,2014-03-01,35000.0,0.0,0.0,0.0,0.0,0.0,59.0,0
RealConnex.com,operating, Real Estate ,|Real Estate|,Unknown,Non-US/Unknown,Unknown,2450000.0,4.0,2012-01-01,2012-11-18,2014-06-13,1850000.0,0.0,0.0,0.0,0.0,0.0,322.0,572
RealCrowd,operating, Real Estate ,|Real Estate|,Unknown,Non-US/Unknown,Unknown,1600000.0,3.0,2013-02-01,2013-03-01,2014-03-26,1600000.0,0.0,0.0,0.0,0.0,0.0,28.0,390
RealDirect,operating, Real Estate ,|Real Estate|,USA,NY,New York City,2650000.0,2.0,2009-01-01,2010-01-01,2011-06-23,650000.0,2000000.0,0.0,2000000.0,0.0,0.0,365.0,538
Realeyes,operating, Analytics ,|Advertising|Video|Analytics|,GBR,Non-US/Unknown,London,4620000.0,5.0,2007-06-20,2010-02-25,2013-03-11,310000.0,3210000.0,0.0,3210000.0,0.0,0.0,981.0,1110
Realie,operating, Technology ,|Technology|,Unknown,Non-US/Unknown,Unknown,100000.0,1.0,2014-01-01,2014-01-01,2014-01-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Reality Sports Online,operating, Games ,|Sports|Fantasy Sports|Games|,USA,PA,Harrisburg,418750.0,2.0,2011-12-22,2012-03-01,2013-06-01,418750.0,0.0,0.0,0.0,0.0,0.0,70.0,457
Realitycheck,operating, Analytics ,|Analytics|,USA,MO,St. Louis,180000.0,1.0,1996-01-10,2013-05-07,2013-05-07,180000.0,0.0,0.0,0.0,0.0,0.0,6327.0,0
RealLifeConnect,operating, Facebook Applications ,|Facebook Applications|Social Media|NFC|RFID|Software|,AUT,Non-US/Unknown,Vienna,130000.0,1.0,2011-05-26,2011-12-15,2011-12-15,130000.0,0.0,0.0,0.0,0.0,0.0,203.0,0
Realm,operating, Databases ,|Developer Tools|Software|Mobile Software Tools|Mobile|Databases|,USA,CA,SF Bay Area,9000000.0,2.0,2011-01-01,2011-06-01,2013-07-01,1900000.0,7100000.0,0.0,7100000.0,0.0,0.0,151.0,761
RealRider,operating, Curated Web ,|Curated Web|,GBR,Non-US/Unknown,Newcastle,431846.0,1.0,2012-01-01,2013-08-08,2013-08-08,431846.0,0.0,0.0,0.0,0.0,0.0,585.0,0
RealScout,operating, Search ,|Search|Software|Realtors|Property Management|Real Estate|,USA,CA,SF Bay Area,7100000.0,2.0,2012-06-01,2013-08-23,2014-11-17,1100000.0,6000000.0,0.0,6000000.0,0.0,0.0,448.0,451
realSociable,operating, Social Media ,|Social Media|CRM|SaaS|Social Business|Software|,CAN,ON,Toronto,350000.0,1.0,2011-09-01,2012-04-28,2012-04-28,350000.0,0.0,0.0,0.0,0.0,0.0,240.0,0
RealtyAPX,operating, Storage ,|Realtors|Storage|File Sharing|Transaction Processing|Contact Management|Lead Management|CRM|Document Management|Real Estate|,Unknown,Non-US/Unknown,Unknown,750000.0,1.0,2013-01-01,2013-01-01,2013-01-01,750000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Realvu Inc,operating, Curated Web ,|Curated Web|,USA,FL,Miami,15208936.0,5.0,2001-04-09,2002-02-10,2013-12-16,500000.0,5000000.0,5000000.0,5000000.0,0.0,0.0,307.0,4327
ReaLync,operating, Real Estate ,|Real Estate|,USA,IL,Chicago,300000.0,1.0,2012-01-01,2014-08-28,2014-08-28,300000.0,0.0,0.0,0.0,0.0,0.0,970.0,0
ReaLync,operating, Real Time ,|Mobile|Video|Real Estate|Real Time|,Unknown,Non-US/Unknown,Unknown,300000.0,1.0,2012-11-15,2014-03-01,2014-03-01,300000.0,0.0,0.0,0.0,0.0,0.0,471.0,0
Reapplix,operating, Biotechnology ,|Biotechnology|,DNK,Non-US/Unknown,DNK - Other,1689068.0,3.0,2008-01-01,2010-09-03,2012-12-01,380000.0,1309068.0,0.0,0.0,0.0,0.0,976.0,820
RebelMail,operating, E-Commerce ,|Email|E-Commerce|,USA,MD,Baltimore,4000000.0,2.0,2013-01-01,2014-06-10,2014-06-10,4000000.0,0.0,0.0,0.0,0.0,0.0,525.0,0
RebelMouse,operating, Publishing ,|Content|Advertising|Digital Media|Publishing|Social Media|,USA,NY,New York City,12750000.0,2.0,2012-06-06,2012-10-26,2013-08-02,2500000.0,10250000.0,0.0,10250000.0,0.0,0.0,142.0,280
Rebls,operating, Information Services ,|Real Estate|Information Services|Information Technology|,USA,WA,Seattle,269000.0,2.0,2011-10-15,2014-01-01,2014-06-05,225000.0,0.0,44000.0,0.0,0.0,0.0,809.0,155
REbound Technology LLC,operating, Clean Technology ,|Clean Technology|,USA,CO,Denver,40000.0,1.0,2012-01-01,2013-04-01,2013-04-01,40000.0,0.0,0.0,0.0,0.0,0.0,456.0,0
Recargo,operating, Automotive ,|Transportation|Automotive|Apps|Mobile|,USA,CA,Los Angeles,2000000.0,1.0,2010-01-01,2013-04-23,2013-04-23,2000000.0,0.0,0.0,0.0,0.0,0.0,1208.0,0
"RecCheck, Inc.",operating, Health and Wellness ,|Health and Wellness|Mobile|Sports|Exercise|,USA,CA,SF Bay Area,25000.0,1.0,2014-01-10,2014-03-01,2014-03-01,25000.0,0.0,0.0,0.0,0.0,0.0,50.0,0
RECCY,operating, Film ,|Product Development Services|Film|Photography|,GBR,Non-US/Unknown,London,19299.0,1.0,2013-02-01,2013-08-05,2013-08-05,19299.0,0.0,0.0,0.0,0.0,0.0,185.0,0
RecentPoker.com,operating, Games ,|Gambling|Games|,Unknown,Non-US/Unknown,Unknown,450000.0,1.0,2004-10-02,2004-10-17,2004-10-17,450000.0,0.0,0.0,0.0,0.0,0.0,15.0,0
Reciclata,operating, Clean Technology ,|Clean Technology|,NLD,Non-US/Unknown,Amsterdam,40000.0,1.0,2011-01-01,2013-12-12,2013-12-12,40000.0,0.0,0.0,0.0,0.0,0.0,1076.0,0
Reclamador,operating, Travel ,|Travel|,ESP,Non-US/Unknown,Madrid,1448554.0,3.0,2012-01-01,2013-03-26,2013-10-11,676644.0,0.0,771910.0,0.0,0.0,0.0,450.0,199
Recognition PRO,operating, Software ,|Software|,USA,PA,Allentown,415000.0,2.0,2010-01-01,2012-08-06,2012-12-31,415000.0,0.0,0.0,0.0,0.0,0.0,948.0,147
Record360,operating, Software ,|Software|,USA,WA,Seattle,215000.0,1.0,2013-01-01,2014-10-16,2014-10-16,215000.0,0.0,0.0,0.0,0.0,0.0,653.0,0
Recorrido,operating, E-Commerce ,|E-Commerce|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2013-11-06,2014-06-01,2014-06-01,40000.0,0.0,0.0,0.0,0.0,0.0,207.0,0
Recoup,operating, Shopping ,|Shopping|Humanitarian|Networking|Nonprofits|,USA,DC,"Washington, D.C.",300000.0,1.0,2011-10-01,2012-01-01,2012-01-01,300000.0,0.0,0.0,0.0,0.0,0.0,92.0,0
RecoVend,operating, E-Commerce ,|E-Commerce|,Unknown,Non-US/Unknown,Unknown,50000.0,1.0,2011-08-01,2012-04-01,2012-04-01,50000.0,0.0,0.0,0.0,0.0,0.0,244.0,0
Recruiting Sports Network,operating, Apps ,|Apps|Software|,USA,CO,Denver,750000.0,1.0,2010-01-01,2012-11-23,2012-11-23,750000.0,0.0,0.0,0.0,0.0,0.0,1057.0,0
RecruitLoop,operating, Crowdsourcing ,|Crowdsourcing|Employment|Marketplaces|Recruiting|Enterprise Software|,AUS,Non-US/Unknown,Sydney,1100000.0,2.0,2011-08-01,2013-08-05,2013-08-05,1100000.0,0.0,0.0,0.0,0.0,0.0,735.0,0
RecruitTalk,operating, Curated Web ,|Soccer|High Schools|Recruiting|Colleges|Demographies|Video|Sports|Education|Curated Web|,USA,TN,Nashville,50000.0,1.0,2012-09-30,2013-11-01,2013-11-01,50000.0,0.0,0.0,0.0,0.0,0.0,397.0,0
Recurly,operating, Information Technology ,|Information Technology|SaaS|Billing|Enterprise Software|,USA,CA,SF Bay Area,19600000.0,3.0,2009-07-01,2010-07-30,2014-10-20,1600000.0,18000000.0,0.0,6000000.0,12000000.0,0.0,394.0,1543
RecycleMatch,operating, Recycling ,|Manufacturing|Clean Technology|Recycling|Enterprise Software|,USA,TX,Houston,620000.0,2.0,2009-07-10,2010-05-01,2010-10-15,620000.0,0.0,0.0,0.0,0.0,0.0,295.0,167
Red Carrots Studio,operating, Mobile Games ,|Mobile Games|,USA,CA,Napa Valley,50000.0,1.0,2013-01-01,2013-11-20,2013-11-20,50000.0,0.0,0.0,0.0,0.0,0.0,323.0,0
Red Clay,operating, Product Design ,|Product Design|Design|,USA,CA,SF Bay Area,1000000.0,1.0,2012-07-01,2014-08-26,2014-08-26,1000000.0,0.0,0.0,0.0,0.0,0.0,786.0,0
Red Guru,operating, Social Media ,|Social Media|,Unknown,Non-US/Unknown,Unknown,25000.0,1.0,2012-01-01,2012-08-01,2012-08-01,25000.0,0.0,0.0,0.0,0.0,0.0,213.0,0
Red Hot Labs,operating, Software ,|Software|Apps|Mobile|Games|,USA,CA,SF Bay Area,1500000.0,1.0,2012-01-01,2013-02-28,2013-02-28,1500000.0,0.0,0.0,0.0,0.0,0.0,424.0,0
Red Karaoke,operating, Curated Web ,|Music|Curated Web|,USA,CA,SF Bay Area,3854828.0,2.0,2007-04-03,2008-03-13,2012-07-27,734828.0,3120000.0,0.0,3120000.0,0.0,0.0,345.0,1597
Red Mapache,operating, Education ,|Gamification|Technology|Education|,COL,Non-US/Unknown,Bogota,199934.0,2.0,2012-07-09,2012-08-01,2012-12-01,49934.0,0.0,0.0,0.0,0.0,0.0,23.0,122
Red Rabbit inc,operating, Health and Wellness ,|Health and Wellness|,USA,NY,New York City,309786.0,1.0,2005-01-01,2014-09-25,2014-09-25,309786.0,0.0,0.0,0.0,0.0,0.0,3554.0,0
Red Rover,operating, Finance ,|Finance|Enterprise Software|,USA,NY,New York City,418000.0,1.0,2008-09-01,2011-10-01,2011-10-01,418000.0,0.0,0.0,0.0,0.0,0.0,1125.0,0
Red Tricycle,operating, Mobile Commerce ,|Media|Mobile Commerce|Mobile|Content|Local|Consumer Internet|Curated Web|,USA,CA,SF Bay Area,4943000.0,3.0,2010-01-01,2012-11-30,2013-04-01,2300000.0,2643000.0,0.0,1500000.0,0.0,0.0,1064.0,122
Red's All natural,operating, E-Commerce ,|E-Commerce|,USA,CT,Hartford,1746001.0,2.0,2007-01-01,2010-10-12,2011-08-24,1500001.0,246000.0,0.0,0.0,0.0,0.0,1380.0,316
Redbooth,operating, Mobile ,|Mobile|File Sharing|Collaboration|Project Management|Enterprise Software|,USA,CA,SF Bay Area,19749994.0,6.0,2009-01-25,2010-11-16,2014-11-18,2250000.0,15999994.0,1500000.0,5000000.0,10999994.0,0.0,660.0,1463
RedCap,operating, Transportation ,|Location Based Services|Transportation|Collaborative Consumption|Crowdsourcing|Mobile|,USA,CA,SF Bay Area,2525000.0,2.0,2010-01-01,2010-01-01,2013-04-01,2025000.0,0.0,500000.0,0.0,0.0,0.0,0.0,1186
RedCritter,operating, Gamification ,|Gamification|Enterprise Software|,USA,TX,Dallas,1250001.0,2.0,2010-01-01,2012-04-18,2013-06-11,750000.0,500001.0,0.0,0.0,0.0,0.0,838.0,419
Reddit,acquired, News ,|Social Media|News|,USA,CA,SF Bay Area,50100000.0,2.0,2005-01-01,2005-06-01,2014-09-30,100000.0,50000000.0,0.0,0.0,50000000.0,0.0,151.0,3408
Redeemr,closed, Social Media ,|Social Media|,USA,CA,SF Bay Area,250000.0,3.0,2011-02-01,2011-03-01,2012-03-09,90000.0,50000.0,0.0,0.0,0.0,0.0,28.0,374
Redis Labs,operating, IaaS ,|PaaS|SaaS|IaaS|Open Source|Databases|Cloud Data Services|Networking|Big Data|Enterprise Software|,USA,CA,SF Bay Area,13000000.0,2.0,2011-01-01,2012-08-08,2013-11-05,4000000.0,9000000.0,0.0,9000000.0,0.0,0.0,585.0,454
ReDoc Software,acquired, Software ,|Software|,USA,TN,Nashville,3949998.0,3.0,1995-01-01,2013-01-14,2013-12-20,1100000.0,2849998.0,0.0,0.0,0.0,0.0,6588.0,340
Redu.us,operating, Educational Games ,|Educational Games|K-12 Education|Mobile Games|Mobile|,Unknown,Non-US/Unknown,Unknown,20000.0,1.0,2012-01-01,2012-04-01,2012-04-01,20000.0,0.0,0.0,0.0,0.0,0.0,91.0,0
Reduce Data,operating, Advertising Platforms ,|Analytics|Information Technology|Advertising|Advertising Platforms|,USA,CA,SF Bay Area,500000.0,1.0,2012-10-01,2013-02-01,2013-02-01,500000.0,0.0,0.0,0.0,0.0,0.0,123.0,0
Redux,acquired, Games ,|Ediscovery|Games|,USA,CA,SF Bay Area,8110454.0,5.0,2007-03-01,2007-03-01,2012-12-11,1650000.0,6460454.0,0.0,3500000.0,1000000.0,0.0,0.0,2112
Reduxio,operating, Web Hosting ,|Web Hosting|,ISR,Non-US/Unknown,Tel Aviv,26900000.0,3.0,2012-01-01,2012-08-01,2014-10-06,1900000.0,25000000.0,0.0,10000000.0,15000000.0,0.0,213.0,796
Reedsy,operating, News ,|Publishing|News|,GBR,Non-US/Unknown,London,40860.0,1.0,2014-01-13,2014-07-10,2014-07-10,40860.0,0.0,0.0,0.0,0.0,0.0,178.0,0
REEL Qualified,operating, Enterprise Software ,|Enterprise Software|,USA,CA,San Diego,25000.0,1.0,2013-01-01,2014-01-13,2014-01-13,25000.0,0.0,0.0,0.0,0.0,0.0,377.0,0
"ReelDx, Inc.",operating, Health Care ,|Technology|Video|Health Care|,USA,OR,"Portland, Oregon",1040000.0,2.0,2012-11-10,2013-10-10,2014-06-15,750000.0,0.0,0.0,0.0,0.0,0.0,334.0,248
ReelGenie,operating, Video ,|Parenting|Photography|Video|Curated Web|,USA,MD,"Washington, D.C.",961000.0,2.0,2012-09-01,2012-09-27,2013-07-01,961000.0,0.0,0.0,0.0,0.0,0.0,26.0,277
Reelio,operating, Curated Web ,|Curated Web|,USA,NY,New York City,2049999.0,2.0,2012-02-01,2014-03-10,2014-10-09,1300000.0,749999.0,0.0,0.0,0.0,0.0,768.0,213
ReelSurfer,operating, Photography ,|Video|Photography|,USA,CA,SF Bay Area,880000.0,1.0,2008-03-01,2012-09-17,2012-09-17,880000.0,0.0,0.0,0.0,0.0,0.0,1661.0,0
Reesio,operating, Home & Garden ,|Startups|Technology|Internet|Investment Management|Home & Garden|Finance|Real Estate|,USA,CA,SF Bay Area,1301000.0,2.0,2012-01-20,2013-07-29,2013-10-01,1301000.0,0.0,0.0,0.0,0.0,0.0,556.0,64
Referly,operating, Social Network Media ,|Social Network Media|Incentives|Curated Web|,USA,CA,SF Bay Area,1300000.0,2.0,2012-04-17,2012-10-15,2013-09-30,1000000.0,0.0,0.0,0.0,0.0,0.0,181.0,350
ReferralMD,operating, Health Care ,|Health Care|Enterprise Software|Medical|SaaS|Electronic Health Records|Software|,USA,CA,SF Bay Area,420000.0,2.0,2011-08-11,2013-03-13,2013-09-23,420000.0,0.0,0.0,0.0,0.0,0.0,580.0,194
Referron,operating, Sales and Marketing ,|Sales and Marketing|CRM|Social Media|,AUS,Non-US/Unknown,Sydney,360000.0,2.0,2012-10-01,2012-10-12,2013-06-30,60000.0,0.0,300000.0,0.0,0.0,0.0,11.0,261
RefferedAgent.com,closed, Real Estate ,|Real Estate|,USA,CA,CA - Other,275000.0,1.0,2002-04-01,2002-05-01,2002-05-01,275000.0,0.0,0.0,0.0,0.0,0.0,30.0,0
Reffpedia,closed, Web Tools ,|Web Tools|Search|,Unknown,Non-US/Unknown,Unknown,3500000.0,1.0,2010-10-13,2010-10-19,2010-10-19,3500000.0,0.0,0.0,0.0,0.0,0.0,6.0,0
Refined Investment Technologies,operating, Personal Finance ,|Finance Technology|Investment Management|Financial Services|Personal Finance|,DEU,Non-US/Unknown,Berlin,855924.0,3.0,2010-01-01,2012-11-15,2013-04-18,855924.0,0.0,0.0,0.0,0.0,0.0,1049.0,154
Refinery29,operating, Fashion ,|Fashion|,USA,NY,New York City,30400000.0,4.0,2004-01-01,2010-02-13,2013-10-16,500000.0,29900000.0,0.0,4300000.0,5600000.0,20000000.0,2235.0,1341
Reflexion Health,operating, Health and Wellness ,|Health and Wellness|,USA,CA,San Diego,11750000.0,2.0,2012-01-01,2012-10-31,2014-03-27,4250000.0,7500000.0,0.0,7500000.0,0.0,0.0,304.0,512
Reframed.tv,operating, Analytics ,|Analytics|Mobile Video|Video Chat|Video Streaming|Video|Video on Demand|,GBR,Non-US/Unknown,Newcastle,201777.0,2.0,2013-08-06,2014-01-01,2014-07-21,201777.0,0.0,0.0,0.0,0.0,0.0,148.0,201
Regaalo,operating, E-Commerce ,|E-Commerce|,USA,NH,Portsmouth,125000.0,1.0,2011-01-01,2012-06-14,2012-06-14,125000.0,0.0,0.0,0.0,0.0,0.0,530.0,0
RegalBox,operating, E-Commerce ,|E-Commerce|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2010-01-01,2012-03-09,2012-03-09,40000.0,0.0,0.0,0.0,0.0,0.0,798.0,0
Regalii,operating, Mobile Payments ,|Mobile Payments|Mobile Commerce|Mobile|,USA,NY,New York City,65000.0,5.0,2012-03-01,2012-04-11,2013-11-13,65000.0,0.0,0.0,0.0,0.0,0.0,41.0,581
Regenerative Medical Solutions,operating, Biotechnology ,|Biotechnology|,USA,IL,Chicago,1445000.0,2.0,2010-01-01,2013-06-20,2014-02-10,850000.0,595000.0,0.0,0.0,0.0,0.0,1266.0,235
REGiMMUNE Corporation,operating, Biotechnology ,|Biotechnology|,JPN,Non-US/Unknown,Tokyo,21000000.0,4.0,2006-03-01,2006-08-15,2014-02-14,1600000.0,19400000.0,0.0,4200000.0,6000000.0,0.0,167.0,2740
Register My Info®,operating, Enterprise Software ,|Internet|Mobile|Enterprise Software|,USA,AZ,Phoenix,250000.0,1.0,2012-04-11,2013-04-01,2013-04-01,250000.0,0.0,0.0,0.0,0.0,0.0,355.0,0
registracija vozila,operating, Internet ,|Internet|Hardware + Software|,SRB,Non-US/Unknown,Belgrade,3235500.0,1.0,2009-03-17,2009-03-17,2009-03-17,3235500.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Regroup Therapy,operating, Health and Wellness ,|Health and Wellness|,USA,IL,Chicago,392500.0,2.0,2011-01-01,2013-03-28,2014-07-02,392500.0,0.0,0.0,0.0,0.0,0.0,817.0,461
Rehabtics,operating, Health Care ,|Health Care|,USA,MD,Baltimore,100000.0,1.0,2012-10-17,2013-01-01,2013-01-01,100000.0,0.0,0.0,0.0,0.0,0.0,76.0,0
REHAPP,operating, Health and Wellness ,|Health and Wellness|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2012-01-01,2013-12-13,2013-12-13,40000.0,0.0,0.0,0.0,0.0,0.0,712.0,0
Rei-Frontier,operating, Advertising ,|Tablets|iPad|iPhone|Social Media|Advertising|Local|Venture Capital|Startups|Mobile|,JPN,Non-US/Unknown,Tokyo,37397.0,1.0,2008-05-27,2010-04-14,2010-04-14,37397.0,0.0,0.0,0.0,0.0,0.0,687.0,0
Reify Health,operating, Mobile ,|Mobile|,USA,MD,Baltimore,350000.0,2.0,2010-01-01,2012-06-01,2013-03-01,20000.0,0.0,0.0,0.0,0.0,0.0,882.0,273
Reko Global Water,operating, Clean Technology ,|Clean Technology|,PER,Non-US/Unknown,PER - Other,40000.0,1.0,2009-01-01,2012-02-06,2012-02-06,40000.0,0.0,0.0,0.0,0.0,0.0,1131.0,0
reKode Education,operating, Education ,|Education|,Unknown,Non-US/Unknown,Unknown,20000.0,1.0,2013-04-01,2014-07-24,2014-07-24,20000.0,0.0,0.0,0.0,0.0,0.0,479.0,0
Relationship Analytics,closed, Analytics ,|Enterprises|Analytics|,USA,NJ,Newark,125000.0,2.0,2012-08-01,2013-04-05,2013-05-16,125000.0,0.0,0.0,0.0,0.0,0.0,247.0,41
Relay Foods,operating, E-Commerce ,|E-Commerce|,USA,VA,"Washington, D.C.",14308892.0,4.0,2007-01-01,2011-03-24,2013-04-12,3100000.0,10249056.0,0.0,8250000.0,0.0,0.0,1543.0,750
Relayr,operating, Hardware + Software ,|Hardware + Software|,DEU,Non-US/Unknown,Berlin,2799000.0,4.0,2013-01-01,2013-10-14,2014-09-24,2662000.0,0.0,0.0,0.0,0.0,0.0,286.0,345
RelayRides,operating, Transportation ,|Marketplaces|Transportation|Curated Web|,USA,CA,SF Bay Area,52500000.0,11.0,2008-11-01,2009-11-01,2014-08-12,50000.0,51850000.0,600000.0,26850000.0,25000000.0,0.0,365.0,1745
Relevance Media,operating, Enterprise Software ,|Enterprise Software|,USA,CO,Denver,500000.0,3.0,2010-01-07,2010-05-14,2011-09-01,360000.0,140000.0,0.0,0.0,0.0,0.0,127.0,475
"Relevance, Inc.",operating, Software ,|Software|,USA,NC,Raleigh,149074.0,1.0,2003-01-01,2013-05-09,2013-05-09,149074.0,0.0,0.0,0.0,0.0,0.0,3781.0,0
Relevant Media,operating, News ,|News|,RUS,Non-US/Unknown,Moscow,2623000.0,1.0,2010-12-01,2010-12-01,2010-12-01,2623000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RelinkLabs,operating, Data Visualization ,|Artificial Intelligence|Information Technology|Data Visualization|Business Intelligence|SaaS|,NOR,Non-US/Unknown,Oslo,1140000.0,3.0,2013-03-01,2013-11-26,2014-11-24,1030000.0,0.0,0.0,0.0,0.0,0.0,270.0,363
Remedify,operating, Hardware + Software ,|Hardware + Software|,USA,TN,Nashville,210000.0,1.0,2012-06-01,2013-09-19,2013-09-19,210000.0,0.0,0.0,0.0,0.0,0.0,475.0,0
Remedy Partners,operating, Health and Wellness ,|Health and Wellness|,USA,CT,Hartford,36150000.0,2.0,2011-01-01,2012-11-16,2014-07-23,250000.0,35900000.0,0.0,0.0,0.0,0.0,685.0,614
Remedy Pharmaceuticals,operating, Biotechnology ,|Biotechnology|,USA,NY,New York City,6300755.0,4.0,2004-01-01,2010-09-22,2014-02-26,792506.0,5508249.0,0.0,0.0,0.0,0.0,2456.0,1253
Remerge,operating, Mobile ,|Mobile|,DEU,Non-US/Unknown,Berlin,1000000.0,1.0,2014-01-01,2014-10-01,2014-10-01,1000000.0,0.0,0.0,0.0,0.0,0.0,273.0,0
Remind,operating, All Students ,|All Students|Mobile|,USA,CA,SF Bay Area,59500000.0,4.0,2011-08-01,2012-01-01,2014-09-30,1000000.0,58500000.0,0.0,3500000.0,15000000.0,40000000.0,153.0,1003
RemitDATA,operating, Analytics ,|Analytics|,USA,TN,Memphis,5500000.0,2.0,2001-01-01,2011-04-06,2013-03-20,2500000.0,3000000.0,0.0,0.0,0.0,0.0,3747.0,714
Remitly,operating, Mobile Payments ,|Finance|Mobile Payments|Mobile|,USA,WA,Seattle,10500000.0,5.0,2011-05-23,2011-10-27,2014-01-06,2400000.0,8100000.0,0.0,8100000.0,0.0,0.0,157.0,802
Remoov,operating, Home Renovation ,|Home Renovation|,USA,CA,SF Bay Area,100000.0,2.0,2013-01-01,2014-07-01,2014-08-01,100000.0,0.0,0.0,0.0,0.0,0.0,546.0,31
Remotium,operating, Mobility ,|Enterprises|Mobility|Mobile Security|Security|,USA,CA,SF Bay Area,1000000.0,1.0,2012-10-01,2013-04-17,2013-04-17,1000000.0,0.0,0.0,0.0,0.0,0.0,198.0,0
REMOTV,closed, Social Media ,|Networking|Social Media|File Sharing|Photography|Music|Video|Video Streaming|Media|Mobile|,USA,CT,Hartford,2700000.0,3.0,2007-02-10,2007-05-01,2008-10-15,450000.0,2250000.0,0.0,1500000.0,750000.0,0.0,80.0,533
Renovatio IT Solutions,operating, Apps ,|Home Automation|Games|Apps|Mobile|Software|,ROM,Non-US/Unknown,Bucharest,30000.0,1.0,2012-08-13,2014-08-28,2014-08-28,30000.0,0.0,0.0,0.0,0.0,0.0,745.0,0
Rent frock Repeat,operating, Retail ,|Retail|,CAN,ON,Toronto,1150000.0,1.0,2010-01-01,2014-11-12,2014-11-12,1150000.0,0.0,0.0,0.0,0.0,0.0,1776.0,0
Rent My Items,operating, Finance ,|Finance|Moneymaking|Green|Environmental Innovation|File Sharing|Collaborative Consumption|Human Resources|Curated Web|,GBR,Non-US/Unknown,London,41069.0,1.0,2011-03-01,2011-06-01,2011-06-01,41069.0,0.0,0.0,0.0,0.0,0.0,92.0,0
Rentabilities,operating, Real Estate ,|Software|Real Estate|Online Rental|Curated Web|,USA,MA,Boston,50000.0,1.0,2007-01-01,2010-10-21,2010-10-21,50000.0,0.0,0.0,0.0,0.0,0.0,1389.0,0
Rental Kharma,operating, Personal Finance ,|Personal Finance|,USA,CO,Denver,15000.0,1.0,2011-10-05,2012-05-05,2012-05-05,15000.0,0.0,0.0,0.0,0.0,0.0,213.0,0
Rentalroost.com,operating, Big Data ,|Reviews and Recommendations|Big Data|Real Estate|,USA,CA,SF Bay Area,250000.0,1.0,2012-08-01,2012-11-09,2012-11-09,250000.0,0.0,0.0,0.0,0.0,0.0,100.0,0
Rentamus,operating, Real Estate ,|Marketplaces|Real Estate|Human Resources|Online Rental|Curated Web|,ESP,Non-US/Unknown,Barcelona,385980.0,1.0,2009-03-31,2013-10-20,2013-10-20,385980.0,0.0,0.0,0.0,0.0,0.0,1664.0,0
RentersQ,operating, Real Estate ,|Real Estate|,Unknown,Non-US/Unknown,Unknown,45000.0,1.0,2007-05-01,2007-08-01,2007-08-01,45000.0,0.0,0.0,0.0,0.0,0.0,92.0,0
